CLASSI/LINE/L2	Odon_rnd-5_family-929_inc	9674	1	1	0	61
CLASSI/LINE/L2	Trin_rnd-5_family-2369_s_1	6866	1	1	0	517
CLASSI/LINE/L2	Mdar_rnd-1_family-122_s_0_s_1	4220	7	5	0	6816
CLASSI/LINE/L2	Csec_rnd-1_family-299_inc	7514	41	40	0	3767
CLASSI/LINE/L2	Trin_rnd-1_family-577_inc	11023	1	1	0	170
CLASSI/LINE/L2	Csec_rnd-1_family-559_s_2_s_4_inc	12273	2	2	0	268
CLASSI/LINE/L2	Mdar_rnd-1_family-122_s_2	12398	6	6	0	1349
CLASSI/LINE/L2	Csec_rnd-4_family-2364	11911	1	1	0	26
CLASSI/LINE/L2	Trin_rnd-5_family-841	6581	2	2	0	158
CLASSI/LINE/L2	Csec_rnd-4_family-13_s_2_s_2_inc	10508	1	1	0	303
CLASSI/LINE/L2	Trin_rnd-1_family-544_s_0_inc	1289	356	318	0	153426
CLASSI/LINE/L2	Rgra_rnd-1_family-480_s_1	8019	1	1	0	157
CLASSI/LINE/L2	Odon_rnd-1_family-423_s_1_s_1_s_1	10630	1	1	0	250
CLASSI/LINE/L2	Cpun_rnd-4_family-6084	4445	2	1	0	565
CLASSI/LINE/L2	Csec_rnd-5_family-809_s_2_s_1	10056	1	1	0	107
CLASSI/LINE/L2	Odon_rnd-1_family-226_s_1	14385	1	1	0	95
CLASSI/LINE/L2	Trin_rnd-5_family-3179	8692	6	6	0	693
CLASSI/LINE/L2	Mbel_rnd-5_family-7536	12604	1	1	0	41
CLASSI/LINE/L2	Mbel_rnd-1_family-435	16392	1	1	0	56
CLASSI/LINE/L2	Odon_rnd-5_family-7463_s_1_inc	16498	1	1	0	77
CLASSI/LINE/L2	Rgra_rnd-1_family-480_s_1	8074	2	2	0	343
CLASSI/LINE/L2	Csec_rnd-5_family-6960_inc	14175	2	2	0	228
CLASSI/LINE/L2	Odon_rnd-5_family-1099_inc	13346	2	2	0	464
CLASSI/LINE/L2	Csec_rnd-5_family-809_s_2_s_1	10197	8	8	0	1285
CLASSI/LINE/L2	Mbel_rnd-1_family-482_s_2	8199	6	6	0	1548
CLASSI/LINE/L2	Trin_rnd-1_family-544_s_2_inc	6596	1	1	0	114
CLASSI/LINE/L2	Csec_rnd-5_family-2679_s_2	8609	1	1	0	160
CLASSI/LINE/L2	Mbel_rnd-1_family-158_inc	2991	10	9	0	2735
CLASSI/LINE/L2	Rgra_rnd-5_family-3371_inc	2196	1	1	0	116
CLASSI/LINE/L2	Mdar_rnd-1_family-122_s_0_s_1	4405	1	1	0	1366
CLASSI/LINE/L2	Odon_rnd-5_family-99_s_2	10824	1	1	0	216
CLASSI/LINE/L2	Mbel_rnd-5_family-2443_inc	1046	66	60	0	26538
CLASSI/LINE/L2	Rgra_rnd-1_family-502_s_2_inc	7788	1	1	0	117
CLASSI/LINE/L2	Mbel_rnd-5_family-11420_s_2_s_2	14532	1	1	0	52
CLASSI/LINE/L2	Mbel_rnd-5_family-11420_s_2_s_1	12179	2	2	0	191
CLASSI/LINE/L2	Cpun_rnd-1_family-921	4612	2	1	0	956
CLASSI/LINE/L2	Znev_rnd-5_family-2375_inc	285	22	21	0	3987
CLASSI/LINE/L2	Rgra_rnd-5_family-1864_inc	1074	2	2	0	314
CLASSI/LINE/L2	Odon_rnd-5_family-929_inc	9772	1	1	0	173
CLASSI/LINE/L2	Odon_rnd-1_family-423_s_1_s_1_s_1	10641	1	1	0	403
CLASSI/LINE/L2	Odon_rnd-5_family-7463_s_1_inc	16515	1	1	0	142
CLASSI/LINE/L2	Trin_rnd-5_family-1294_s_2_inc	12889	2	2	0	467
CLASSI/LINE/L2	Mdar_rnd-1_family-122_s_0_s_2	14170	143	136	0	15675
CLASSI/LINE/L2	Csec_rnd-5_family-16100_s_2_inc	5105	1	1	0	112
CLASSI/LINE/L2	Odon_rnd-5_family-929_inc	9828	1	1	0	84
CLASSI/LINE/L2	Trin_rnd-5_family-3179	8772	1	1	0	212
CLASSI/LINE/L2	Mbel_rnd-5_family-11420_s_2_s_2	14616	2	2	0	99
CLASSI/LINE/L2	Trin_rnd-5_family-3179	8791	2	2	0	196
CLASSI/LINE/L2	Odon_rnd-5_family-1099_inc	13367	1	1	0	104
CLASSI/LINE/L2	Mdar_rnd-1_family-122_s_2	12360	3	3	0	1089
CLASSI/LINE/L2	Mbel_rnd-5_family-11420_s_2_s_2	14627	6	6	0	753
CLASSI/LINE/L2	Rgra_rnd-5_family-65_s_1_s_1	3790	6	4	0	3539
CLASSI/LINE/L2	Mdar_rnd-1_family-122_s_0_s_2	14161	1	1	0	90
CLASSI/LINE/L2	Mdar_rnd-1_family-122_s_2	12399	631	575	0	69729
CLASSI/LINE/L2	Rgra_rnd-5_family-1864_inc	1079	70	60	0	15233
CLASSI/LINE/L2	Csec_rnd-5_family-809_s_2_s_1	10176	2	2	0	247
CLASSI/LINE/L2	Rgra_rnd-5_family-3371_inc	2163	1	1	0	190
CLASSI/LINE/L2	Csec_rnd-1_family-797_s_2_inc	10112	1	1	0	162
CLASSI/LINE/L2	Trin_rnd-5_family-2841_inc	17265	16	14	0	4508
CLASSI/LINE/L2	Mdar_rnd-1_family-319_s_1_inc	18028	1	1	0	149
CLASSI/LINE/L2	Trin_rnd-3_family-964	4434	62	54	0	70592
CLASSI/LINE/L2	Mbel_rnd-5_family-11420_s_2_s_2	14563	2	2	0	167
CLASSI/LINE/L2	Trin_rnd-5_family-2369_s_1	10881	2	1	0	426
CLASSI/LINE/L2	Csec_rnd-5_family-1658_s_0	6490	3	3	0	730
CLASSI/LINE/L2	Odon_rnd-5_family-99_s_1_inc	16182	1	1	0	111
CLASSI/LINE/L2	Odon_rnd-5_family-99_s_1_inc	16209	1	1	0	117
CLASSI/LINE/L2	Odon_rnd-1_family-423_s_1_s_1_s_1	10577	1	1	0	179
CLASSI/LINE/L2	Znev_rnd-5_family-1126_inc	10215	1	1	0	114
CLASSI/LINE/L2	Mbel_rnd-1_family-435	16409	1	1	0	216
CLASSI/LINE/L2	Csec_rnd-5_family-809_s_2_s_1	10187	2	2	0	296
CLASSI/LINE/L2	Cpun_rnd-4_family-6084	4553	1	1	0	2796
CLASSI/LINE/L2	Csec_rnd-5_family-16100_s_2_inc	5086	1	1	0	60
CLASSI/LINE/L2	Odon_rnd-5_family-2825_inc	7792	1	1	0	734
CLASSI/LINE/L2	Znev_rnd-5_family-1126_inc	9262	1	1	0	217
CLASSI/LINE/L2	Csec_rnd-5_family-2679_s_2	8604	1	1	0	109
CLASSI/LINE/L2	Mbel_rnd-5_family-11420_s_2_s_1	12175	1	1	0	110
CLASSI/LINE/L2	Trin_rnd-5_family-3179	8727	1	1	0	73
CLASSI/LINE/L2	Odon_rnd-5_family-1099_inc	13404	690	635	0	102991
CLASSI/LINE/L2	Mdar_rnd-1_family-122_s_1_inc	4344	33	33	0	2323
CLASSI/LINE/L2	Mbel_rnd-1_family-254_inc	2841	5	4	0	1797
CLASSI/LINE/L2	Csec_rnd-5_family-8558	514	2	2	0	969
CLASSI/LINE/L2	Odon_rnd-5_family-7463_s_1_inc	16538	23	22	0	3401
CLASSI/LINE/L2	Odon_rnd-1_family-226_s_1	14375	1	1	0	100
CLASSI/LINE/L2	Odon_rnd-1_family-143_s_1	9021	2	2	0	263
CLASSI/LINE/L2	Odon_rnd-1_family-423_s_1_s_1_s_1	10580	1	1	0	194
CLASSI/LINE/L2	Trin_rnd-5_family-6946_inc	677	78	71	0	27167
CLASSI/LINE/L2	Trin_rnd-5_family-3179	8770	3	3	0	796
CLASSI/LINE/L2	Csec_rnd-4_family-1948_s_1	10819	1	1	0	89
